latitude,longitude,target,temperature,humidity,wind_speed,precipitation,soil_moisture
-10.1203,18.0356,1,22.3,63.1,5.0,0.0,0.226
-10.11968,18.72659,1,28.0,45.9,12.4,0.0,0.352
-10.11815,23.70952,1,23.8,32.6,11.9,0.0,0.246
-10.1176,23.7056,1,22.4,38.2,12.3,0.0,0.377
-10.11634,18.72712,1,33.0,54.1,15.8,0.0,0.052
-10.11583,23.78622,1,20.3,40.2,12.6,0.0,0.142
-10.11529,23.78232,1,17.8,51.8,6.7,0.0,0.081
-10.11416,21.17006,1,26.2,36.7,13.7,0.0,0.198
-10.11353,21.16587,1,35.6,15.4,15.9,0.0,0.378
-10.11338,23.70624,1,27.8,39.0,12.5,0.0,0.114
-10.1129,20.51623,1,27.8,60.7,8.1,0.0,0.079
-10.10581,23.80805,1,30.0,57.8,10.0,0.0,0.301
-10.10388,25.45347,1,28.4,59.0,14.0,0.0,0.065
-10.09969,23.89068,1,26.7,41.7,12.8,0.0,0.371
-10.09431,26.69402,1,21.3,61.3,10.6,0.0,0.05
-10.09322,25.69328,1,30.2,40.9,12.9,0.0,0.208
-10.09192,15.39097,1,22.9,19.8,10.0,0.0,0.354
-10.09108,15.38835,1,35.0,67.0,8.4,0.0,0.206
-10.08705,25.58634,1,27.3,41.7,10.7,0.0,0.051
-10.08658,18.03739,1,23.7,40.1,20.0,0.0,0.356
-10.08415,25.69925,1,25.5,26.0,15.9,0.0,0.139
-10.08312,25.58279,1,21.0,31.7,0.6,0.0,0.229
-10.08079,27.02901,1,29.7,29.6,18.3,0.0,0.138
-10.07832,25.58354,1,24.7,29.7,15.4,0.0,0.283
-10.07763,25.57846,1,31.1,52.2,6.2,0.0,0.25
-10.07412,19.47886,1,41.3,31.5,23.3,0.0,0.3
-10.07305,19.42671,1,25.2,49.5,10.1,0.0,0.098
-10.0709,26.59557,1,20.4,41.4,17.1,0.0,0.383
-10.07087,26.75814,1,26.7,23.8,17.2,0.0,0.261
-10.07061,19.56945,1,29.9,41.0,12.7,0.0,0.164
-10.06454,26.58699,1,32.3,41.9,17.3,0.0,0.164
-10.06234,15.01949,1,33.7,43.2,6.6,0.0,0.181
-10.05972,18.86295,1,24.6,30.0,9.9,0.0,0.263
-10.05859,25.61897,1,32.6,43.9,12.3,0.0,0.317
-10.05717,25.60844,1,25.6,51.7,13.2,0.0,0.305
-10.05638,18.86348,1,25.9,53.1,10.6,0.0,0.052
-10.05405,25.80792,1,27.0,39.5,11.0,0.0,0.141
-10.05236,25.60916,1,23.6,52.0,17.2,0.0,0.052
-10.05194,18.85689,1,32.9,49.5,15.0,0.0,0.171
-10.05163,25.60369,1,25.4,54.0,8.4,0.0,0.373
-10.0506,26.52011,1,27.7,39.2,10.0,0.0,0.245
-10.0502,26.51703,1,30.0,65.2,11.3,0.0,0.366
-10.04881,18.24761,1,33.8,55.4,2.0,0.0,0.217
-10.04859,18.85743,1,34.5,40.7,4.1,0.0,0.14
-10.04537,18.02943,1,28.4,46.3,10.0,0.0,0.13
-10.0447,24.1752,1,29.1,30.9,16.5,0.0,0.226
-10.03943,18.51157,1,31.0,52.6,16.6,0.0,0.156
-10.03665,18.51561,1,25.6,24.2,17.4,0.0,0.28
-10.03481,18.04906,1,37.5,37.3,12.0,0.0,0.264
-10.03358,18.36851,1,23.8,69.6,8.9,0.0,0.127
-10.03108,18.5237,1,30.7,39.0,7.7,0.0,0.346
-10.0308,18.37256,1,25.0,62.0,18.4,0.0,0.134
-10.03043,18.96222,1,30.2,47.8,12.2,0.0,0.168
-10.03011,18.89312,1,22.1,55.8,12.3,0.0,0.162
-10.02984,18.03908,1,18.4,37.2,9.1,0.0,0.063
-10.02669,19.7847,1,26.6,73.3,13.0,0.0,0.083
-10.0264,19.78464,1,22.8,51.9,10.8,0.0,0.301
-10.02499,15.02433,1,33.0,44.6,18.6,0.0,0.398
-10.02491,18.94856,1,31.5,54.2,6.7,0.0,0.211
-10.02436,18.94501,1,28.6,32.5,18.6,0.0,0.061
-10.02319,18.95974,1,37.4,57.0,11.8,0.0,0.189
-10.01984,18.96027,1,33.4,53.6,12.4,0.0,0.35
-10.01814,24.20924,1,34.5,58.4,11.0,0.0,0.134
-10.01739,24.20759,1,26.4,44.2,10.5,0.0,0.13
-10.016,18.0377,1,33.7,49.7,11.2,0.0,0.342
-10.01595,18.95724,1,37.6,59.7,2.5,0.0,0.37
-10.01427,26.49551,1,24.2,41.7,8.0,0.0,0.171
-10.01322,24.20578,1,11.3,42.9,7.4,0.0,0.23
-10.01303,24.20824,1,27.3,34.5,9.7,0.0,0.073
-10.0126,18.95776,1,24.9,67.5,17.6,0.0,0.288
-10.01188,19.7794,1,30.9,9.9,9.5,0.0,0.182
-10.00866,24.20889,1,26.6,78.8,11.2,0.0,0.271
-10.00726,18.72249,1,26.1,41.1,13.5,0.0,0.375
-10.00672,18.71896,1,31.8,56.8,9.5,0.0,0.232
-10.00643,17.39994,1,23.5,37.0,8.4,0.0,0.163
-10.00587,17.39642,1,24.9,37.7,9.8,0.0,0.06
-10.00531,17.3929,1,29.3,48.4,12.2,0.0,0.166
-10.00475,17.38939,1,27.9,30.1,12.4,0.0,0.268
-10.00389,19.79582,1,27.8,51.5,4.3,0.0,0.082
-10.00256,17.60573,1,32.8,58.9,12.1,0.0,0.297
-10.00198,17.39344,1,25.2,36.0,14.3,0.0,0.142
-10.00086,17.70302,1,16.6,47.3,11.7,0.0,0.33
-9.99977,17.40101,1,32.7,66.6,13.7,0.0,0.166
-9.9993,19.3972,1,24.4,56.7,6.2,0.0,0.216
-9.99923,17.60626,1,28.2,27.9,8.4,0.0,0.388
-9.99698,17.70006,1,29.2,37.2,7.8,0.0,0.064
-9.99674,27.57732,1,31.2,54.9,11.4,0.0,0.054
-9.99562,18.71347,1,27.2,84.6,16.6,0.0,0.284
-9.99338,27.59476,1,32.8,44.4,9.7,0.0,0.189
-9.99228,18.71399,1,24.6,16.9,7.4,0.0,0.393
-9.9876,15.81275,1,17.1,79.8,10.5,0.0,0.341
-9.98728,15.7891,1,22.2,16.0,5.0,0.0,0.374
-9.98665,15.78524,1,20.7,42.4,8.3,0.0,0.085
-9.98552,25.65178,1,21.9,50.1,11.1,0.0,0.161
-9.9838,15.83301,1,27.1,42.3,20.1,0.0,0.392
-9.98009,20.05732,1,25.3,58.3,15.5,0.0,0.368
-9.97876,15.84562,1,22.3,49.2,11.3,0.0,0.158
-9.97593,15.84999,1,28.4,72.5,5.9,0.0,0.297
-9.97351,22.28999,1,26.4,48.5,6.6,0.0,0.139
-9.97294,20.58897,1,23.8,34.0,6.2,0.0,0.222
-9.97247,15.85056,1,24.7,50.8,14.7,0.0,0.253
-9.97235,20.585,1,28.3,36.6,13.9,0.0,0.138
-9.97184,15.84673,1,24.3,17.8,8.0,0.0,0.351
-9.97161,22.28809,1,27.9,29.5,13.7,0.0,0.367
-9.96923,15.6133,1,23.2,37.4,0.8,0.0,0.375
-9.96457,22.85108,1,18.2,89.9,19.0,0.0,0.087
-9.96456,15.73751,1,30.6,41.2,17.1,0.0,0.075
-9.96412,20.48132,1,24.3,64.0,13.1,0.0,0.358
-9.96393,15.73367,1,23.1,62.4,10.3,0.0,0.178
-9.96389,15.18726,1,35.0,67.9,15.0,0.0,0.226
-9.96058,22.85172,1,25.7,46.5,12.0,0.0,0.223
-9.96035,15.18794,1,27.3,25.1,14.2,0.0,0.326
-9.95858,15.72284,1,30.2,29.8,15.4,0.0,0.352
-9.95794,15.71897,1,26.6,46.4,12.4,0.0,0.276
-9.95784,26.04452,1,32.0,35.4,12.3,0.0,0.311
-9.95782,26.04244,1,38.0,46.2,-3.3,0.0,0.11
-9.95768,20.48629,1,33.2,33.6,10.0,0.0,0.118
-9.95729,15.715,1,30.1,21.6,7.7,0.0,0.328
-9.95659,22.85235,1,28.7,34.8,15.0,0.0,0.151
-9.95623,15.59969,1,24.5,48.6,17.9,0.0,0.116
-9.95526,15.61561,1,16.8,77.5,7.6,0.0,0.165
-9.9551,15.72342,1,29.7,51.7,15.7,0.0,0.086
-9.95498,26.02054,1,24.6,41.2,13.0,0.0,0.079
-9.95447,15.71955,1,24.8,77.8,11.0,0.0,0.151
-9.95409,26.01724,1,30.7,-1.7,12.2,0.0,0.171
-9.95371,17.87917,1,32.3,56.8,15.7,0.0,0.188
-9.95274,15.60029,1,22.1,40.9,20.0,0.0,0.398
-9.95206,15.86531,1,26.1,65.1,9.2,0.0,0.057
-9.94988,15.60471,1,20.3,55.7,25.6,0.0,0.234
-9.94749,17.88014,1,25.0,29.2,4.5,0.0,0.329
-9.94614,16.13482,1,21.9,84.1,15.5,0.0,0.349
-9.94271,16.13535,1,25.4,49.0,9.9,0.0,0.153
-9.9421,16.1316,1,35.6,44.7,9.4,0.0,0.174
-9.93723,23.70455,1,31.2,29.0,9.0,0.0,0.067
-9.93693,21.68466,1,31.0,47.6,14.3,0.0,0.163
-9.93677,20.15655,1,24.3,39.2,7.5,0.0,0.235
-9.93388,20.16088,1,28.9,20.3,14.9,0.0,0.062
-9.93322,21.68525,1,22.7,62.0,10.7,0.0,0.209
-9.93271,15.58768,1,33.9,72.6,12.4,0.0,0.146
-9.93128,22.78728,1,27.8,29.6,9.5,0.0,0.276
-9.93042,20.16141,1,17.5,80.8,11.5,0.0,0.24
-9.92985,20.1576,1,31.4,60.4,19.9,0.0,0.356
-9.92971,22.78895,1,28.9,15.9,6.0,0.0,0.317
-9.92951,21.68585,1,23.4,47.1,15.3,0.0,0.384
-9.92639,20.15813,1,31.0,46.9,9.6,0.0,0.2
-9.92581,20.15431,1,23.8,41.0,8.4,0.0,0.087
-9.92293,20.15866,1,40.5,66.7,14.7,0.0,0.319
-9.92226,22.96312,1,26.1,57.6,8.7,0.0,0.202
-9.91847,15.85532,1,24.5,66.6,4.5,0.0,0.254
-9.91823,22.96363,1,27.3,69.9,11.4,0.0,0.066
-9.91811,20.38841,1,25.8,56.8,13.8,0.0,0.202
-9.91731,27.13204,1,27.8,55.7,16.1,0.0,0.154
-9.91722,22.7736,1,28.9,55.9,11.0,0.0,0.365
-9.91555,22.77528,1,27.7,42.4,12.3,0.0,0.215
-9.91169,20.39334,1,26.9,66.0,22.1,0.0,0.163
-9.90808,15.85701,1,25.1,49.7,14.3,0.0,0.193
-9.90459,23.71734,1,33.4,54.2,10.3,0.0,0.295
-9.8988,15.71229,1,38.0,59.3,11.8,0.0,0.118
-9.89826,15.4884,1,22.5,54.2,7.5,0.0,0.369
-9.89801,27.63206,1,20.4,38.5,15.5,0.0,0.312
-9.89473,15.4889,1,28.8,46.6,16.4,0.0,0.313
-9.88776,15.48934,1,25.1,31.3,13.0,0.0,0.375
-9.88768,15.4899,1,14.8,38.0,7.7,0.0,0.152
-9.88717,26.81691,1,31.0,48.5,12.4,0.0,0.343
-9.8813,20.84804,1,28.5,23.1,12.5,0.0,0.234
-9.87774,20.84858,1,35.2,50.6,9.6,0.0,0.177
-9.87639,15.02673,1,20.7,44.0,14.2,0.0,0.314
-9.87569,15.02249,1,22.8,58.4,15.7,0.0,0.216
-9.87499,15.04059,1,27.8,51.6,12.7,0.0,0.339
-9.87142,15.01897,1,28.2,62.5,14.5,0.0,0.201
-9.86857,15.04629,1,26.2,10.4,18.6,0.0,0.248
-9.86857,15.46008,1,23.9,44.4,11.4,0.0,0.256
-9.86792,15.45611,1,32.0,57.3,7.9,0.0,0.085
-9.86785,15.01967,1,26.7,46.4,9.8,0.0,0.055
-9.86783,22.72479,1,24.4,51.7,13.3,0.0,0.265
-9.86715,15.01543,1,24.0,32.0,14.5,0.0,0.137
-9.8671,22.71967,1,26.8,38.5,18.6,0.0,0.154
-9.86524,28.9461,1,23.2,43.8,9.5,0.0,0.304
-9.86505,15.46063,1,30.7,48.2,11.3,0.0,0.333
-9.86428,15.02038,1,26.9,52.7,8.8,0.0,0.115
-9.86388,22.72543,1,34.0,26.6,11.2,0.0,0.394
-9.86357,15.01611,1,27.9,32.2,14.7,0.0,0.282
-9.85983,20.2933,1,38.0,47.1,8.0,0.0,0.151
-9.85929,28.94725,1,22.6,35.6,7.6,0.0,0.228
-9.8564,25.9252,1,30.7,50.1,14.7,0.0,0.188
-9.85224,25.93153,1,23.2,12.6,13.8,0.0,0.177
-9.85151,25.92597,1,21.5,51.5,14.4,0.0,0.264
-9.85006,25.91493,1,21.0,36.5,11.7,0.0,0.129
-9.84981,19.65221,1,34.7,38.0,10.3,0.0,0.322
-9.84922,15.12883,1,27.8,21.7,20.9,0.0,0.357
-9.84787,15.03259,1,20.3,42.8,16.3,0.0,0.055
-9.8465,15.02436,1,36.6,25.1,19.9,0.0,0.104
-9.84582,15.02026,1,30.8,28.7,14.0,0.0,0.313
-9.84566,15.12947,1,33.3,30.4,11.5,0.0,0.297
-9.84521,17.53361,1,24.2,55.3,9.5,0.0,0.271
-9.84513,15.01616,1,18.1,61.0,22.0,0.0,0.215
-9.84475,20.50246,1,24.7,36.1,19.1,0.0,0.121
-9.84445,15.01206,1,32.2,32.4,9.6,0.0,0.386
-9.84426,15.03307,1,30.0,57.8,12.0,0.0,0.297
-9.84356,15.02887,1,24.8,48.5,8.3,0.0,0.325
-9.84288,15.02477,1,33.4,60.5,9.9,0.0,0.096
-9.8422,15.02069,1,24.5,29.8,5.0,0.0,0.317
-9.84152,15.01663,1,21.7,41.0,9.1,0.0,0.343
-9.84124,20.50299,1,22.6,23.4,13.9,0.0,0.276
-9.84085,15.0126,1,33.9,37.9,13.3,0.0,0.342
-9.83994,15.02922,1,30.2,70.5,13.3,0.0,0.121
-9.83581,25.93543,1,30.2,41.5,0.8,0.0,0.069
-9.8329,15.9745,1,27.3,73.9,12.3,0.0,0.13
-9.82946,15.97505,1,32.9,40.2,8.5,0.0,0.139
-9.8283,25.74981,1,29.6,45.1,15.8,0.0,0.278
-9.82761,19.43855,1,27.9,62.5,11.7,0.0,0.215
-9.82705,19.43491,1,25.0,55.6,15.7,0.0,0.378
-9.826,15.97561,1,28.0,45.0,9.3,0.0,0.181
-9.82555,20.42136,1,33.2,52.9,13.8,0.0,0.298
-9.82498,15.00605,1,18.4,48.7,10.8,0.0,0.262
-9.82423,19.43908,1,26.3,51.1,12.1,0.0,0.08
-9.82263,20.42579,1,22.1,47.4,18.5,0.0,0.179
-9.82205,20.42189,1,27.9,35.7,5.5,0.0,0.369
-9.82148,20.418,1,30.1,37.9,4.6,0.0,0.24
-9.82085,19.43962,1,23.5,41.9,17.8,0.0,0.23
-9.82066,21.32335,1,18.8,40.2,12.6,0.0,0.15
-9.8206,26.15696,1,24.8,60.7,7.7,0.0,0.073
-9.82043,21.32232,1,28.7,38.9,10.8,0.0,0.159
-9.8203,19.43596,1,39.9,51.3,14.5,0.0,0.263
-9.81974,19.43233,1,32.7,33.9,2.0,0.0,0.195
-9.81856,20.42243,1,24.7,53.7,12.9,0.0,0.351
-9.81822,21.30635,1,26.2,82.0,11.6,0.0,0.146
-9.81789,21.30534,1,30.5,68.8,8.8,0.0,0.342
-9.81771,15.00672,1,30.5,70.6,4.9,0.0,0.356
-9.81702,15.00265,1,25.3,59.4,14.6,0.0,0.202
-9.81664,15.38601,1,23.6,45.7,11.2,0.0,0.282
-9.81424,21.30586,1,21.4,27.5,17.1,0.0,0.07
-9.81406,15.00705,1,21.3,34.2,14.8,0.0,0.078
-9.80802,20.95768,1,35.1,33.4,16.6,0.0,0.16
-9.80712,20.29751,1,27.9,18.2,23.6,0.0,0.174
-9.80497,15.99865,1,28.2,28.1,7.6,0.0,0.187
-9.80444,20.95823,1,29.8,62.9,15.4,0.0,0.207
-9.80435,15.99485,1,27.3,46.9,21.2,0.0,0.292
-9.80173,23.40518,1,20.0,59.5,12.9,0.0,0.175
-9.80086,20.95877,1,22.1,34.7,13.5,0.0,0.281
-9.80029,15.99161,1,31.0,60.8,13.4,0.0,0.218
-9.79992,23.40456,1,25.3,58.5,12.8,0.0,0.14
-9.79826,26.25715,1,29.2,64.1,21.9,0.0,0.098
-9.79811,21.16685,1,18.6,57.5,15.5,0.0,0.287
-9.79777,25.98708,1,28.6,48.0,3.1,0.0,0.287
-9.79702,21.1661,1,29.6,48.0,14.1,0.0,0.296
-9.79669,20.95522,1,26.4,1.2,7.4,0.0,0.248
-9.79609,20.95113,1,26.5,27.3,18.4,0.0,0.33
-9.79517,20.14636,1,24.1,47.1,14.3,0.0,0.139
-9.79353,20.47315,1,35.7,55.0,12.8,0.0,0.179
-9.79324,26.25784,1,29.0,23.9,5.2,0.0,0.108
-9.79311,20.95576,1,32.5,53.5,14.6,0.0,0.108
-9.79278,21.16248,1,27.7,59.4,15.3,0.0,0.081
-9.7925,26.25216,1,28.4,49.8,11.4,0.0,0.228
-9.78917,21.16303,1,25.1,19.2,13.0,0.0,0.369
-9.78856,15.83263,1,24.7,43.0,13.2,0.0,0.193
-9.78748,26.25279,1,17.6,35.3,10.4,0.0,0.337
-9.78732,15.825,1,34.4,22.8,9.0,0.0,0.367
-9.78495,21.15947,1,34.6,18.9,20.4,0.0,0.276
-9.78271,21.19399,1,26.5,40.9,4.2,0.0,0.295
-9.78134,21.16006,1,25.4,53.2,15.1,0.0,0.396
-9.77453,19.11518,1,30.1,39.4,9.4,0.0,0.307
-9.77432,15.45803,1,33.3,47.5,11.1,0.0,0.236
-9.77398,19.11163,1,31.9,25.6,7.2,0.0,0.061
-9.77374,15.45508,1,29.9,72.9,4.9,0.0,0.357
-9.77368,15.45406,1,27.3,56.7,10.5,0.0,0.311
-9.77103,20.83011,1,34.8,37.0,7.1,0.0,0.272
-9.76784,17.34752,1,25.3,62.1,16.6,0.0,0.321
-9.76724,25.94608,1,26.1,30.2,7.2,0.0,0.288
-9.76073,19.82457,1,21.0,48.4,14.5,0.0,0.291
-9.75933,21.23608,1,25.5,39.5,20.1,0.0,0.171
-9.75882,15.05827,1,27.3,40.9,7.4,0.0,0.341
-9.75879,15.03579,1,17.9,50.3,11.4,0.0,0.113
-9.75808,15.05381,1,33.3,62.8,8.7,0.0,0.342
-9.75661,15.04494,1,21.2,33.8,16.6,0.0,0.237
-9.7559,15.04064,1,22.7,44.6,13.9,0.0,0.38
-9.75571,21.23663,1,30.8,50.4,12.6,0.0,0.244
-9.75519,15.03638,1,28.6,46.0,10.9,0.0,0.303
-9.75445,15.05416,1,27.4,71.5,15.5,0.0,0.397
-9.75301,15.04547,1,28.3,35.3,15.5,0.0,0.263
-9.75298,15.06749,1,20.2,39.0,10.1,0.0,0.268
-9.7523,15.04119,1,25.1,35.9,10.1,0.0,0.221
-9.75227,15.06321,1,31.7,67.6,5.7,0.0,0.314
-9.75208,21.23719,1,23.5,55.8,11.7,0.0,0.1
-9.74934,15.06775,1,25.6,59.5,17.1,0.0,0.065
-9.74863,15.06348,1,24.5,55.0,19.5,0.0,0.2
-9.74716,15.0768,1,23.2,34.2,11.6,0.0,0.191
-9.74672,19.06836,1,28.0,47.0,5.6,0.0,0.296
-9.74423,21.23413,1,17.9,65.9,10.9,0.0,0.263
-9.74061,21.23471,1,28.4,32.3,12.2,0.0,0.235
-9.73982,22.72457,1,20.2,43.4,16.2,0.0,0.148
-9.73345,20.19384,1,29.3,40.0,10.9,0.0,0.116
-9.73114,20.20198,1,20.9,42.8,18.2,0.0,0.173
-9.73055,20.10483,1,31.9,39.2,19.0,0.0,0.364
-9.72999,20.19436,1,29.1,40.7,14.7,0.0,0.383
-9.72921,15.05762,1,26.7,41.0,10.8,0.0,0.146
-9.72858,15.77144,1,29.7,58.2,5.8,0.0,0.203
-9.72853,15.05353,1,29.7,49.6,7.8,0.0,0.376
-9.72595,20.19108,1,30.1,34.7,10.2,0.0,0.081
-9.72493,15.05408,1,22.1,47.4,10.3,0.0,0.149
-9.72253,15.60455,1,23.2,63.1,13.6,0.0,0.316
-9.71992,20.58074,1,22.6,32.7,11.1,0.0,0.382
-9.71967,15.60902,1,28.4,33.9,4.2,0.0,0.297
-9.71841,21.87417,1,18.4,57.4,18.7,0.0,0.065
-9.71776,21.86961,1,29.0,44.6,10.9,0.0,0.096
-9.71467,21.87476,1,21.4,54.6,6.6,0.0,0.242
-9.71401,21.87018,1,25.5,51.6,9.0,0.0,0.074
-9.71339,21.2258,1,27.1,30.2,14.5,0.0,0.381
-9.71321,16.53258,1,26.8,52.4,17.4,0.0,0.209
-9.71293,15.59,1,29.4,42.7,17.7,0.0,0.131
-9.71228,15.58605,1,36.2,36.4,4.6,0.0,0.09
-9.71092,21.87536,1,26.0,47.8,13.3,0.0,0.108
-9.70983,16.53316,1,29.8,17.8,14.5,0.0,0.112
-9.70916,21.22214,1,25.6,60.8,7.3,0.0,0.184
-9.70859,21.24374,1,25.2,40.0,15.6,0.0,0.383
-9.70856,21.21795,1,28.3,41.6,14.7,0.0,0.33
-9.70829,18.66467,1,19.3,47.0,12.9,0.0,0.256
-9.70815,21.24199,1,25.0,67.2,9.4,0.0,0.135
-9.70774,18.66115,1,33.6,36.6,18.4,0.0,0.393
-9.70718,21.87594,1,30.1,41.7,10.8,0.0,0.371
-9.70524,21.44704,1,33.8,69.5,10.7,0.0,0.213
-9.70516,21.24677,1,23.6,35.8,18.1,0.0,0.262
-9.70497,21.2443,1,24.8,28.2,15.9,0.0,0.219
-9.70493,21.21848,1,26.9,46.5,16.7,0.0,0.326
-9.70468,16.52275,1,34.9,57.5,8.9,0.0,0.291
-9.70461,21.44275,1,29.5,15.9,11.4,0.0,0.358
-9.70453,21.24255,1,21.2,62.6,10.9,0.0,0.257
-9.70439,15.60363,1,28.7,25.5,1.9,0.0,0.092
-9.70438,26.84532,1,27.7,34.0,11.4,0.0,0.085
-9.70436,21.21678,1,18.5,34.0,11.2,0.0,0.315
-9.70433,21.21428,1,30.3,72.9,13.1,0.0,0.141
-9.70397,21.43845,1,27.2,55.4,10.3,0.0,0.085
-9.70396,26.84214,1,32.4,24.2,11.6,0.0,0.27
-9.70354,26.83896,1,26.9,50.9,12.1,0.0,0.224
-9.70284,15.61596,1,33.7,34.6,15.9,0.0,0.241
-9.70158,21.44757,1,25.5,22.7,17.1,0.0,0.364
-9.70094,21.44327,1,26.7,40.8,11.8,0.0,0.352
-9.70057,20.21059,1,29.1,28.1,11.7,0.0,0.395
-9.7003,21.43896,1,25.3,42.4,8.4,0.0,0.158
-9.69892,16.50855,1,26.1,43.3,6.1,0.0,0.285
-9.69876,16.09692,1,32.8,29.5,14.7,0.0,0.35
-9.696,21.43517,1,22.5,53.6,18.0,0.0,0.16
-9.69478,15.58909,1,30.6,50.5,16.7,0.0,0.186
-9.69325,19.58599,1,37.3,68.1,10.7,0.0,0.17
-9.69272,18.67429,1,21.2,66.4,9.8,0.0,0.219
-9.69066,21.24893,1,26.3,49.5,17.5,0.0,0.241
-9.68704,21.24947,1,25.0,35.2,12.3,0.0,0.19
-9.68698,26.29667,1,30.5,39.8,7.4,0.0,0.24
-9.68612,19.31222,1,33.4,38.1,8.1,0.0,0.167
-9.68279,21.24581,1,27.5,37.5,10.6,0.0,0.309
-9.68195,26.29735,1,32.1,23.7,17.8,0.0,0.099
-9.68165,19.30552,1,30.8,51.7,18.1,0.0,0.089
-9.68017,25.4398,1,29.1,48.0,16.8,0.0,0.291
-9.67979,25.97548,1,32.3,40.1,12.1,0.0,0.258
-9.6796,26.31585,1,31.6,57.5,14.1,0.0,0.093
-9.67917,21.24636,1,26.6,65.7,3.2,0.0,0.228
-9.67916,26.31518,1,19.9,46.1,14.6,0.0,0.384
-9.67879,26.31001,1,29.9,32.8,14.3,0.0,0.262
-9.6784,26.30934,1,32.0,61.4,12.8,0.0,0.338
-9.678,26.30425,1,19.4,37.0,11.2,0.0,0.333
-9.67786,15.09053,1,32.3,30.8,12.0,0.0,0.314
-9.67766,26.3036,1,24.9,19.4,11.0,0.0,0.324
-9.67612,18.65526,1,24.6,51.2,8.1,0.0,0.371
-9.67554,21.2469,1,32.0,53.6,10.8,0.0,0.363
-9.67537,26.32234,1,24.7,58.3,17.5,0.0,0.282
-9.67494,25.97664,1,24.3,43.5,14.7,0.0,0.215
-9.67489,26.32169,1,32.3,40.7,14.8,0.0,0.153
-9.67375,25.85682,1,28.4,50.1,7.6,0.0,0.125
-9.67033,26.32297,1,27.2,27.7,18.3,0.0,0.343
-9.66985,26.32233,1,33.3,37.0,7.9,0.0,0.062
-9.6643,18.25144,1,24.7,57.1,11.1,0.0,0.134
-9.66322,16.50316,1,26.1,44.0,5.2,0.0,0.073
-9.66016,15.59812,1,29.0,12.9,11.2,0.0,0.196
-9.65665,15.59861,1,30.1,50.2,8.0,0.0,0.265
-9.65602,26.21559,1,19.4,39.8,21.3,0.0,0.19
-9.65569,26.21628,1,35.3,37.9,10.0,0.0,0.173
-9.6555,21.54297,1,25.6,41.5,11.8,0.0,0.335
-9.65196,19.77245,1,32.3,17.4,13.0,0.0,0.383
-9.65106,26.21652,1,31.4,56.6,10.3,0.0,0.4
-9.65103,26.33167,1,33.1,53.0,9.5,0.0,0.251
-9.65083,19.76502,1,33.0,52.6,15.6,0.0,0.057
-9.65073,26.21718,1,22.5,38.8,13.1,0.0,0.063
-9.6505,26.3311,1,26.1,34.5,7.9,0.0,0.266
-9.65024,26.32585,1,19.5,47.7,10.0,0.0,0.226
-9.64976,26.32528,1,23.9,34.6,11.8,0.0,0.305
-9.64855,19.77294,1,32.9,25.3,14.1,0.0,0.32
-9.64742,19.76551,1,18.6,42.9,13.0,0.0,0.167
-9.64629,15.73279,1,30.9,44.0,11.9,0.0,0.087
-9.64514,19.77345,1,21.5,30.9,10.3,0.0,0.273
-9.64444,26.32083,1,33.6,19.9,8.8,0.0,0.122
-9.64439,18.6927,1,35.4,34.1,11.3,0.0,0.293
-9.64366,26.31509,1,22.8,28.6,23.1,0.0,0.249
-9.64288,26.30933,1,25.7,25.8,10.5,0.0,0.311
-9.63995,15.7378,1,22.3,55.1,11.0,0.0,0.207
-9.63671,15.67441,1,17.4,58.0,17.9,0.0,0.276
-9.63321,15.675,1,22.0,60.5,9.4,0.0,0.158
-9.63069,18.70913,1,17.7,46.3,8.0,0.0,0.35
-9.62972,15.67559,1,22.8,55.5,12.8,0.0,0.334
-9.62908,15.67165,1,14.4,74.1,12.4,0.0,0.089
-9.62736,18.70965,1,19.2,51.1,19.8,0.0,0.14
-9.62681,18.70614,1,22.0,40.8,10.3,0.0,0.127
-9.62571,22.73263,1,27.6,29.1,13.7,0.0,0.154
-9.62193,25.76555,1,31.2,70.9,14.0,0.0,0.305
-9.62177,22.73324,1,31.2,50.6,12.9,0.0,0.2
-9.61709,25.76614,1,32.2,61.5,14.0,0.0,0.052
-9.61267,15.5939,1,32.4,43.7,11.5,0.0,0.096
-9.61065,21.61474,1,19.3,27.2,10.5,0.0,0.177
-9.60916,15.59447,1,24.8,38.9,12.4,0.0,0.249
-9.60807,20.15075,1,18.9,55.7,8.9,0.0,0.158
-9.60386,17.2692,1,28.1,54.1,17.6,0.0,0.336
-9.60131,16.50883,1,25.5,30.4,6.9,0.0,0.378
-9.59791,16.5094,1,34.0,41.8,12.1,0.0,0.237
-9.59452,16.50997,1,27.1,47.9,8.5,0.0,0.322
-9.59362,20.94214,1,27.2,42.6,13.3,0.0,0.394
-9.59356,25.77463,1,30.7,36.4,15.9,0.0,0.391
-9.59338,22.69777,1,30.0,40.0,13.3,0.0,0.247
-9.59244,22.69611,1,29.4,46.3,7.9,0.0,0.175
-9.58925,15.43022,1,30.3,56.2,10.4,0.0,0.078
-9.58913,15.62572,1,28.5,45.7,11.3,0.0,0.27
-9.58904,15.62893,1,26.9,47.1,16.4,0.0,0.339
-9.5889,15.1843,1,19.5,73.6,7.8,0.0,0.35
-9.58858,15.42618,1,19.5,44.3,9.6,0.0,0.135
-9.58848,15.6218,1,28.7,53.0,4.9,0.0,0.189
